삼삼ID,매물명,건물유형,방수,시도,시군구,동,인근역,동삼삼매물수,평수,삼삼주당_만원,삼삼월환산_만원,1달예약일,1달막힘일,1달실현수익_만원,네이버월세_만원,네이버관리비_만원,관리비표기여부,네이버월총_만원,네이버보증금_만원,매칭매물수,네이버월총÷삼삼주당,실현효율(1달실현÷네이버월총),현실효율(1달실현÷네이버월세),순수익_만원(1달실현−월세−관리비),건물네이버매물수,건물월세최저_만원,건물월세중간_만원,건물월세최고_만원,네이버건물,네이버링크,삼삼링크
40136,인천공항3인이상 이쁜방,오피스텔,원룸,인천광역시,중구,운서동,운서역,70,16,30.0,130.3,0,0,0.0,27,13.0,표기,40.0,300,3,1.33,0.0,0.0,-40.0,6,27,30.0,43,IBC월드게이트,https://new.land.naver.com/offices?articleNo=2627864487,https://web.33m2.co.kr/guest/room/40136
73367,숭의역 오피스텔,오피스텔,원룸,인천광역시,미추홀구,숭의동,숭의역,10,10,16.0,69.5,4,0,9.1,30,20.0,미표기(평당2만),50.0,100,1,3.12,0.18,0.3,-40.9,1,30,30,30,대오,https://new.land.naver.com/offices?articleNo=2627446291,https://web.33m2.co.kr/guest/room/73367
113637,오픈세일 천호동 신축 ,오피스텔,원룸,서울특별시,강동구,둔촌동,,9,8,35.0,152.1,0,0,0.0,25,16.0,미표기(평당2만),41.0,9210,1,1.17,0.0,0.0,-41.0,1,25,25,25,오앤하우스,https://new.land.naver.com/offices?articleNo=2627851393,https://web.33m2.co.kr/guest/room/113637
99612,복층형 풀옵션 하늘서재,오피스텔,원룸,서울특별시,동대문구,용두동,신설동역,42,12,63.0,273.7,0,12,0.0,30,11.0,표기,41.0,14000,1,0.65,0.0,0.0,-41.0,2,30,30.0,30,청계한양아이클래스,https://new.land.naver.com/offices?articleNo=2627995334,https://web.33m2.co.kr/guest/room/99612
113673,아늑한 호수뷰,오피스텔,원룸,경기도,안산시 단원구,성곡동,,67,7,21.0,91.2,3,0,9.0,36.5,14.0,미표기(평당2만),50.5,150.0,10,2.4,0.18,0.25,-41.5,13,32,40,90,중앙하이츠마레,https://new.land.naver.com/offices?articleNo=2632314553,https://web.33m2.co.kr/guest/room/113673
27269,최고 넓은  패밀리룸,오피스텔,투룸,서울특별시,중구,의주로1가,서대문역,18,24,100.0,434.5,12,0,171.4,165.0,48.0,미표기(평당2만),213.0,1000.0,4,2.13,0.8,1.04,-41.6,7,130,170,300,바비엥-2,https://new.land.naver.com/offices?articleNo=2632200579,https://web.33m2.co.kr/guest/room/27269
88042,광안리해변100m,오피스텔,원룸,부산광역시,수영구,광안동,,143,14,35.0,152.1,0,0,0.0,32,9.9,표기,41.9,500,3,1.2,0.0,0.0,-41.9,7,28,35,45,대권네오텔,https://new.land.naver.com/offices?articleNo=2632466904,https://web.33m2.co.kr/guest/room/88042
102401,공항에서10분 햇살가득,오피스텔,원룸,제주특별자치도,제주시,연동,,69,11,28.0,121.7,3,1,12.4,48,8.0,표기,56.0,300,3,2.0,0.22,0.26,-43.6,3,47,48,50,디오션시티2차(생활숙박시설),https://new.land.naver.com/offices?articleNo=2629028791,https://web.33m2.co.kr/guest/room/102401
73935,상무지구 풀옵션 복층형,오피스텔,투룸,광주광역시,서구,치평동,가까운역,28,15,28.9,125.6,0,0,0.0,36.0,8.0,표기,44.0,400.0,18,1.52,0.0,0.0,-44.0,18,35,36.0,50,골든빌,https://new.land.naver.com/offices?articleNo=2632290487,https://web.33m2.co.kr/guest/room/73935
18599,큐브아이811,오피스텔,원룸,부산광역시,연제구,연산동,,66,9,23.0,99.9,0,0,0.0,38,6.0,표기,44.0,200,13,1.91,0.0,0.0,-44.0,13,30,38,38,큐브아이,https://new.land.naver.com/offices?articleNo=2630634338,https://web.33m2.co.kr/guest/room/18599
31755,연산동 큐브아이 2호,오피스텔,원룸,부산광역시,연제구,연산동,,66,9,23.0,99.9,0,0,0.0,38,6.0,표기,44.0,200,13,1.91,0.0,0.0,-44.0,13,30,38,38,큐브아이,https://new.land.naver.com/offices?articleNo=2630634338,https://web.33m2.co.kr/guest/room/31755
31756,연산동 큐브아이 3호,오피스텔,원룸,부산광역시,연제구,연산동,,66,9,23.0,99.9,0,0,0.0,38,6.0,표기,44.0,200,13,1.91,0.0,0.0,-44.0,13,30,38,38,큐브아이,https://new.land.naver.com/offices?articleNo=2630634338,https://web.33m2.co.kr/guest/room/31756
9597,광안리 해변 1분 거리,오피스텔,원룸,부산광역시,수영구,광안동,광안역,143,10,79.0,343.3,0,0,0.0,37.5,7.0,표기,44.5,400.0,4,0.56,0.0,0.0,-44.5,7,28,35,45,대권네오텔,https://new.land.naver.com/offices?articleNo=2630626938,https://web.33m2.co.kr/guest/room/9597
34435,고잔동맥도날드뒤 오피,오피스텔,원룸,경기도,안산시 단원구,고잔동,중앙역,29,13,26.0,113.0,0,0,0.0,35,10.0,표기,45.0,500,3,1.73,0.0,0.0,-45.0,3,35,35,40,두성타워빌,https://new.land.naver.com/offices?articleNo=2628923083,https://web.33m2.co.kr/guest/room/34435
47047,둔산 풀옵션 뷰맛집,오피스텔,원룸,대전광역시,서구,둔산동,시청역,87,14,41.8,181.6,2,0,11.9,30.0,28.0,미표기(평당2만),58.0,500.0,6,1.39,0.21,0.4,-46.1,26,5,39.5,50,아너스빌,https://new.land.naver.com/offices?articleNo=2632225872,https://web.33m2.co.kr/guest/room/47047
52330,탁트인 푸른 바다뷰,오피스텔,원룸,인천광역시,중구,중산동,,30,6,20.0,86.9,0,0,0.0,35,12.0,미표기(평당2만),47.0,300,11,2.35,0.0,0.0,-47.0,18,35,35.0,45,해이든영종,https://new.land.naver.com/offices?articleNo=2630494209,https://web.33m2.co.kr/guest/room/52330
83434,서울 그라운드 스테이,오피스텔,투룸,서울특별시,종로구,종로1가,종각역,9,20,80.0,347.6,5,14,107.1,115,40.0,미표기(평당2만),155.0,1000,3,1.94,0.69,0.93,-47.9,4,100,115.0,130,르메이에르종로타운,https://new.land.naver.com/offices?articleNo=2631546549,https://web.33m2.co.kr/guest/room/83434
61611,♦국제성모병원♦서구청♦,오피스텔,투룸,인천광역시,서구,심곡동,서구청역,5,15,32.0,139.0,7,0,32.0,50,30.0,미표기(평당2만),80.0,1000,1,2.5,0.4,0.64,-48.0,1,50,50,50,칠성쎈스뷰,https://new.land.naver.com/offices?articleNo=2627447232,https://web.33m2.co.kr/guest/room/61611
92047,◐블루핀 영남대 복층,오피스텔,투룸,경상북도,경산시,계양동,임당역,13,12,31.0,134.7,7,0,31.0,55,24.0,미표기(평당2만),79.0,500,3,2.55,0.39,0.56,-48.0,21,50,75,90,블루핀임당제니스,https://new.land.naver.com/offices?articleNo=2631971851,https://web.33m2.co.kr/guest/room/92047
41682,스테이로와,오피스텔,원룸,전라남도,여수시,국동,여수엑스포역,21,16,29.0,126.0,0,0,0.0,40,8.0,표기,48.0,300,17,1.66,0.0,0.0,-48.0,21,40,45,100,여수유탑유블레스(생활숙박시설),https://new.land.naver.com/offices?articleNo=2632383640,https://web.33m2.co.kr/guest/room/41682
20834,반달섬 오션뷰 감성룸 ,오피스텔,원룸,경기도,안산시 단원구,성곡동,안산역,67,10,18.0,78.2,0,0,0.0,30.0,20.0,미표기(평당2만),50.0,150.0,126,2.78,0.0,0.0,-50.0,175,26,30,50,라군센트럴스테이(생활숙박시설),https://new.land.naver.com/offices?articleNo=2631546783,https://web.33m2.co.kr/guest/room/20834
114502,여의도/광화문•주차가능,오피스텔,원룸,서울특별시,영등포구,영등포동5가,영등포시장역,11,10,35.0,152.1,4,0,20.0,50,20.0,미표기(평당2만),70.0,500,1,2.0,0.29,0.4,-50.0,2,50,57.5,65,영포(대경),https://new.land.naver.com/offices?articleNo=2631797993,https://web.33m2.co.kr/guest/room/114502
98862,어반,오피스텔,원룸,부산광역시,연제구,연산동,연산역,66,10,21.0,91.2,0,29,0.0,45,5.0,표기,50.0,200,7,2.38,0.0,0.0,-50.0,7,45,45,58,어반스테이더시티(생활숙박시설),https://new.land.naver.com/offices?articleNo=2632298192,https://web.33m2.co.kr/guest/room/98862
25282,시화호 편리하고 아늑한,오피스텔,원룸,경기도,안산시 단원구,성곡동,원시역,67,7,21.0,91.2,0,25,0.0,36.5,14.0,미표기(평당2만),50.5,150.0,10,2.4,0.0,0.0,-50.5,13,32,40,90,중앙하이츠마레,https://new.land.naver.com/offices?articleNo=2632314553,https://web.33m2.co.kr/guest/room/25282
23512,오션뷰 편리하고 아늑한,오피스텔,원룸,경기도,안산시 단원구,성곡동,원시역,67,7,21.0,91.2,0,8,0.0,36.5,14.0,미표기(평당2만),50.5,150.0,10,2.4,0.0,0.0,-50.5,13,32,40,90,중앙하이츠마레,https://new.land.naver.com/offices?articleNo=2632314553,https://web.33m2.co.kr/guest/room/23512
95385,MTV 노르딕 오피스텔,오피스텔,원룸,경기도,안산시 단원구,성곡동,원시역,67,7,24.0,104.3,0,0,0.0,36.5,14.0,미표기(평당2만),50.5,150.0,10,2.1,0.0,0.0,-50.5,13,32,40,90,중앙하이츠마레,https://new.land.naver.com/offices?articleNo=2632314553,https://web.33m2.co.kr/guest/room/95385
101429,오픈특가💛신중동역 5분,오피스텔,원룸,경기도,부천시 원미구,중동,신중동역,56,8,33.0,143.4,0,17,0.0,35,16.0,미표기(평당2만),51.0,500,1,1.55,0.0,0.0,-51.0,7,33,55,57,코스모폴리탄,https://new.land.naver.com/offices?articleNo=2632526866,https://web.33m2.co.kr/guest/room/101429
81813,신중동역3분거리 특가,오피스텔,원룸,경기도,부천시 원미구,중동,신중동역,56,8,33.0,143.4,0,27,0.0,35,16.0,미표기(평당2만),51.0,500,1,1.55,0.0,0.0,-51.0,7,33,55,57,코스모폴리탄,https://new.land.naver.com/offices?articleNo=2632526866,https://web.33m2.co.kr/guest/room/81813
83515,"전망좋고, 위치 쵝오",오피스텔,원룸,부산광역시,중구,중앙동4가,부산역,10,10,40.0,173.8,0,0,0.0,44.5,7.2,표기,51.7,500.0,4,1.29,0.0,0.0,-51.7,9,5,48,70,일동미라주더마린,https://new.land.naver.com/offices?articleNo=2631175233,https://web.33m2.co.kr/guest/room/83515
95090,롯데드메르궁 /풀옵션,오피스텔,쓰리룸+,부산광역시,동구,초량동,부산역,99,28,78.0,338.9,4,9,63.7,100,15.5,표기,115.5,2000,33,1.48,0.55,0.64,-51.8,242,80,160.0,1000,롯데캐슬드메르(생활숙박시설),https://new.land.naver.com/offices?articleNo=2632633286,https://web.33m2.co.kr/guest/room/95090
45220,수원역 해피하우스,오피스텔,원룸,경기도,수원시 팔달구,매산로1가,수원역,10,8,30.0,130.3,1,4,4.9,41.0,16.0,미표기(평당2만),57.0,300.0,10,1.9,0.09,0.12,-52.1,11,38,40,45,MJ스톤타워(생활숙박시설),https://new.land.naver.com/offices?articleNo=2631507828,https://web.33m2.co.kr/guest/room/45220
85853,💙블루핀 영남대 복층,오피스텔,투룸,경상북도,경산시,계양동,임당역,13,12,31.0,134.7,6,0,26.6,55,24.0,미표기(평당2만),79.0,500,3,2.55,0.34,0.48,-52.4,21,50,75,90,블루핀임당제니스,https://new.land.naver.com/offices?articleNo=2631971851,https://web.33m2.co.kr/guest/room/85853
36789,노을이아름다운신상하우스,오피스텔,원룸,경기도,안산시 단원구,성곡동,,67,8,29.0,126.0,0,0,0.0,36.5,16.0,미표기(평당2만),52.5,150.0,10,1.81,0.0,0.0,-52.5,13,32,40,90,중앙하이츠마레,https://new.land.naver.com/offices?articleNo=2632314553,https://web.33m2.co.kr/guest/room/36789
84950,"💝S시즌특가,4인👌",오피스텔,원룸,경기도,부천시 원미구,중동,신중동역,56,9,33.0,143.4,0,19,0.0,35,18.0,미표기(평당2만),53.0,500,1,1.61,0.0,0.0,-53.0,7,33,55,57,코스모폴리탄,https://new.land.naver.com/offices?articleNo=2632526866,https://web.33m2.co.kr/guest/room/84950
69031,썬`s신중동역 복층1,오피스텔,원룸,경기도,부천시 원미구,중동,s신중동역,56,9,35.0,152.1,0,0,0.0,35,18.0,미표기(평당2만),53.0,500,1,1.51,0.0,0.0,-53.0,7,33,55,57,코스모폴리탄,https://new.land.naver.com/offices?articleNo=2632526866,https://web.33m2.co.kr/guest/room/69031
86051,💖올수리💖4인가능,오피스텔,원룸,경기도,부천시 원미구,중동,신중동역,56,9,37.0,160.8,0,29,0.0,35,18.0,미표기(평당2만),53.0,500,1,1.43,0.0,0.0,-53.0,7,33,55,57,코스모폴리탄,https://new.land.naver.com/offices?articleNo=2632526866,https://web.33m2.co.kr/guest/room/86051
33242,도심 넓은고급복층풀옵션,오피스텔,투룸,서울특별시,중구,을지로5가,종로5가역,40,17,100.0,434.5,6,13,151.3,190,15.0,표기,205.0,3000,1,2.05,0.74,0.8,-53.7,8,190,245.0,280,남산푸르지오발라드,https://new.land.naver.com/offices?articleNo=2632387276,https://web.33m2.co.kr/guest/room/33242
38600,창원 중심1초 깔끔🏡,오피스텔,원룸,경상남도,창원시 성산구,상남동,창원중앙역,17,14,30.0,130.3,0,28,0.0,45,9.0,표기,54.0,500,1,1.8,0.0,0.0,-54.0,1,45,45,45,마이우스,https://new.land.naver.com/offices?articleNo=2629879660,https://web.33m2.co.kr/guest/room/38600
81028,해운대 오션뷰 2룸 ,오피스텔,투룸,부산광역시,해운대구,우동,해운대역,80,18,127.0,551.8,0,0,0.0,45,9.0,표기,54.0,500,17,0.43,0.0,0.0,-54.0,20,13,45.0,110,해운대한신휴플러스,https://new.land.naver.com/offices?articleNo=2632207113,https://web.33m2.co.kr/guest/room/81028
96916,창원 도심1초 기쁨🍋,오피스텔,원룸,경상남도,창원시 성산구,중앙동,창원중앙역,12,12,30.0,130.3,0,30,0.0,45.5,9.0,표기,54.5,500.0,2,1.82,0.0,0.0,-54.5,3,45,46,80,창원광장동광뷰엘,https://new.land.naver.com/offices?articleNo=2631593507,https://web.33m2.co.kr/guest/room/96916
110875,창원 도심1초 아늑🍒,오피스텔,원룸,경상남도,창원시 성산구,중앙동,창원중앙역,12,12,30.0,130.3,0,29,0.0,45.5,9.0,표기,54.5,500.0,2,1.82,0.0,0.0,-54.5,3,45,46,80,창원광장동광뷰엘,https://new.land.naver.com/offices?articleNo=2631593507,https://web.33m2.co.kr/guest/room/110875
37970,유성온천복층 신상오픈,오피스텔,투룸,대전광역시,유성구,봉명동,유성온천역,50,15,31.0,134.7,0,0,0.0,25,30.0,미표기(평당2만),55.0,300,5,1.77,0.0,0.0,-55.0,15,20,30,40,한진리조트,https://new.land.naver.com/offices?articleNo=2630762568,https://web.33m2.co.kr/guest/room/37970
54303,연동풀옵션레지던스2룸A,오피스텔,투룸,제주특별자치도,제주시,연동,,69,12,48.0,208.6,0,0,0.0,48,8.0,표기,56.0,300,3,1.17,0.0,0.0,-56.0,3,47,48,50,디오션시티2차(생활숙박시설),https://new.land.naver.com/offices?articleNo=2629028791,https://web.33m2.co.kr/guest/room/54303
43603,  대전 둔산동 시청역,오피스텔,원룸,대전광역시,서구,둔산동,시청역,87,17,35.0,152.1,0,29,0.0,42.5,14.0,표기,56.5,500.0,2,1.61,0.0,0.0,-56.5,5,30,35,45,리치빌,https://new.land.naver.com/offices?articleNo=2632219627,https://web.33m2.co.kr/guest/room/43603
102976,7#정자역5초#풀옵션,오피스텔,원룸,경기도,성남시 분당구,정자동,정자역,85,15,66.0,286.8,6,6,70.7,97.5,30.0,미표기(평당2만),127.5,1000.0,6,1.93,0.55,0.73,-56.8,14,60,125.0,250,백궁동양파라곤,https://new.land.naver.com/offices?articleNo=2631395697,https://web.33m2.co.kr/guest/room/102976
88370,수원역805하우스,오피스텔,원룸,경기도,수원시 팔달구,매산로1가,수원역,10,8,30.0,130.3,0,5,0.0,41.0,16.0,미표기(평당2만),57.0,300.0,10,1.9,0.0,0.0,-57.0,11,38,40,45,MJ스톤타워(생활숙박시설),https://new.land.naver.com/offices?articleNo=2631507828,https://web.33m2.co.kr/guest/room/88370
41853,양평역/리버뷰/ 할인중,오피스텔,원룸,서울특별시,영등포구,양평동2가,양평역,24,8,36.0,156.4,0,14,0.0,50.0,8.0,표기,58.0,500.0,12,1.61,0.0,0.0,-58.0,16,10,50.0,60,코업레지던스,https://new.land.naver.com/offices?articleNo=2631947362,https://web.33m2.co.kr/guest/room/41853
29155,❤양평역 1분 리버뷰빔,오피스텔,원룸,서울특별시,영등포구,양평동2가,양평역,24,8,32.0,139.0,0,4,0.0,50.0,8.0,표기,58.0,500.0,12,1.81,0.0,0.0,-58.0,16,10,50.0,60,코업레지던스,https://new.land.naver.com/offices?articleNo=2631947362,https://web.33m2.co.kr/guest/room/29155
6485,🌈 울산 삼산 깔끔한집,오피스텔,원룸,울산광역시,남구,삼산동,태화강역,8,14,33.0,143.4,0,14,0.0,51.0,7.0,표기,58.0,500.0,2,1.76,0.0,0.0,-58.0,2,50,51.0,52,건우아트갤러리,https://new.land.naver.com/offices?articleNo=2629139894,https://web.33m2.co.kr/guest/room/6485
16608,♥️첨단하남수완장성담양,오피스텔,원룸,광주광역시,광산구,월계동,송정역,5,10,24.0,104.3,0,28,0.0,38,20.0,미표기(평당2만),58.0,400,1,2.42,0.0,0.0,-58.0,2,38,47.5,57,무들에코클래스,https://new.land.naver.com/offices?articleNo=2632006959,https://web.33m2.co.kr/guest/room/16608
88419,해운대 중심의 아늑한집,오피스텔,원룸,부산광역시,해운대구,중동,중동역,69,14,20.0,86.9,0,0,0.0,30,28.0,미표기(평당2만),58.0,500,7,2.9,0.0,0.0,-58.0,10,25,30.0,52,청마마이우스,https://new.land.naver.com/offices?articleNo=2631897409,https://web.33m2.co.kr/guest/room/88419
88829,해운대 중동역hooz룸,오피스텔,원룸,부산광역시,해운대구,중동,중동역,69,14,18.0,78.2,0,29,0.0,30,28.0,미표기(평당2만),58.0,500,7,3.22,0.0,0.0,-58.0,10,25,30.0,52,청마마이우스,https://new.land.naver.com/offices?articleNo=2631897409,https://web.33m2.co.kr/guest/room/88829
98925,커넥트현대앞 복층2베드,오피스텔,원룸,충청북도,청주시 흥덕구,강서동,전지역,26,13,33.0,143.4,0,29,0.0,45,13.0,표기,58.0,300,1,1.76,0.0,0.0,-58.0,3,45,75,75,신해블루지움,https://new.land.naver.com/offices?articleNo=2631814085,https://web.33m2.co.kr/guest/room/98925
107934,SuiteBathTub,오피스텔,원룸,부산광역시,수영구,민락동,광안역,182,16,55.0,239.0,0,4,0.0,45,13.0,표기,58.0,500,9,1.05,0.0,0.0,-58.0,10,40,44.5,90,파로스,https://new.land.naver.com/offices?articleNo=2630694002,https://web.33m2.co.kr/guest/room/107934
106694,여의도10분·2인·주차,오피스텔,원룸,서울특별시,영등포구,양평동2가,양평역,24,8,30.0,130.3,0,29,0.0,50.0,8.0,표기,58.0,500.0,12,1.93,0.0,0.0,-58.0,16,10,50.0,60,코업레지던스,https://new.land.naver.com/offices?articleNo=2631947362,https://web.33m2.co.kr/guest/room/106694
42311,다전리치텔1,오피스텔,원룸,부산광역시,동구,좌천동,좌천역,2,14,24.0,104.3,0,0,0.0,30,28.0,미표기(평당2만),58.0,300,3,2.42,0.0,0.0,-58.0,3,30,30,35,다전리치텔,https://new.land.naver.com/offices?articleNo=2632057263,https://web.33m2.co.kr/guest/room/42311
42573,다전리치텔2,오피스텔,원룸,부산광역시,동구,좌천동,좌천역,2,14,24.0,104.3,0,0,0.0,30,28.0,미표기(평당2만),58.0,300,3,2.42,0.0,0.0,-58.0,3,30,30,35,다전리치텔,https://new.land.naver.com/offices?articleNo=2632057263,https://web.33m2.co.kr/guest/room/42573
25201,HEES ROOM2,오피스텔,원룸,부산광역시,수영구,광안동,부산역,143,12,38.0,165.1,0,24,0.0,50.0,9.0,표기,59.0,750.0,6,1.55,0.0,0.0,-59.0,8,45,50.0,60,가비펠리치,https://new.land.naver.com/offices?articleNo=2632510263,https://web.33m2.co.kr/guest/room/25201
79787,광안리바닷가5분 풀옵션,아파트,원룸,부산광역시,수영구,광안동,금련산역,143,11,35.0,152.1,0,0,0.0,50.0,9.0,표기,59.0,750.0,6,1.69,0.0,0.0,-59.0,8,45,50.0,60,가비펠리치,https://new.land.naver.com/offices?articleNo=2632510263,https://web.33m2.co.kr/guest/room/79787
83156,"예쁜 2룸, 특가진행!",오피스텔,투룸,경기도,화성시 동탄구,석우동,,12,16,29.6,128.6,4,0,16.9,45,32.0,미표기(평당2만),77.0,500,5,2.6,0.22,0.38,-60.1,6,10,45.0,55,리치안,https://new.land.naver.com/offices?articleNo=2631525795,https://web.33m2.co.kr/guest/room/83156
104991,풍무역 1분거리 풀옵션,오피스텔,원룸,경기도,김포시,풍무동,풍무역,14,19,32.0,139.0,10,0,45.7,68,38.0,미표기(평당2만),106.0,1000,1,3.31,0.43,0.67,-60.3,1,68,68,68,아트리온,https://new.land.naver.com/offices?articleNo=2632056661,https://web.33m2.co.kr/guest/room/104991
60760,천호 감성 복층오피스텔,오피스텔,원룸,서울특별시,강동구,천호동,천호역,82,9,49.0,212.9,4,0,28.0,80,8.9,표기,88.9,1000,7,1.81,0.31,0.35,-60.9,7,80,80,85,로데오팰리스,https://new.land.naver.com/offices?articleNo=2631137805,https://web.33m2.co.kr/guest/room/60760
47639,유성온천복층 넓은 신상,오피스텔,투룸,대전광역시,유성구,봉명동,,50,18,31.0,134.7,0,0,0.0,25.0,36.0,미표기(평당2만),61.0,300.0,6,1.97,0.0,0.0,-61.0,15,20,30,40,한진리조트,https://new.land.naver.com/offices?articleNo=2630762568,https://web.33m2.co.kr/guest/room/47639
15996,페리하우스 A,오피스텔,원룸,서울특별시,강서구,마곡동,마곡나루역,154,15,35.0,152.1,9,0,45.0,76.5,30.0,미표기(평당2만),106.5,1000.0,6,3.04,0.42,0.59,-61.5,18,6,67.5,130,마곡럭스나인,https://new.land.naver.com/offices?articleNo=2632353129,https://web.33m2.co.kr/guest/room/15996
81483,건대 성수 스테이,오피스텔,원룸,서울특별시,광진구,자양동,구의역,46,9,34.0,147.7,0,29,0.0,44,18.0,미표기(평당2만),62.0,5000,1,1.82,0.0,0.0,-62.0,3,10,44,52,자양(219-6),https://new.land.naver.com/offices?articleNo=2630096210,https://web.33m2.co.kr/guest/room/81483
28303,광안리 지웰 풀옵션,오피스텔,원룸,부산광역시,수영구,광안동,,143,16,25.0,108.6,0,0,0.0,55,8.0,표기,63.0,500,17,2.52,0.0,0.0,-63.0,32,50,60.0,125,광안지웰에스테이트,https://new.land.naver.com/offices?articleNo=2630086955,https://web.33m2.co.kr/guest/room/28303
22767,공항근처신축/이마트1분,오피스텔,원룸,제주특별자치도,제주시,노형동,,19,10,40.0,173.8,0,24,0.0,55,8.0,표기,63.0,300,7,1.57,0.0,0.0,-63.0,8,45,55.5,65,에코세잔(생활숙박시설),https://new.land.naver.com/offices?articleNo=2628477398,https://web.33m2.co.kr/guest/room/22767
11643,역삼 언주역 30초주차,오피스텔,원룸,서울특별시,강남구,역삼동,언주역,368,10,49.8,216.4,14,1,103.0,157,10.0,표기,167.0,2000,5,3.35,0.62,0.66,-64.0,17,110,120,160,역삼노블루체언주,https://new.land.naver.com/offices?articleNo=2631905436,https://web.33m2.co.kr/guest/room/11643
104752,마포홍대3인.복층한강뷰,오피스텔,원룸,서울특별시,마포구,합정동,합정역,18,10,56.0,243.3,12,0,96.0,140.0,20.0,미표기(평당2만),160.0,1500.0,2,2.86,0.6,0.69,-64.0,3,110,140,140,스퀘어리버뷰합정,https://new.land.naver.com/offices?articleNo=2627433040,https://web.33m2.co.kr/guest/room/104752
32661,해운대 오션뷰 감성숙소,오피스텔,원룸,부산광역시,해운대구,우동,동백역,80,14,48.9,212.5,0,9,0.0,55,9.5,표기,64.5,500,1,1.32,0.0,0.0,-64.5,24,55,72.5,150,한일오르듀,https://new.land.naver.com/offices?articleNo=2629583261,https://web.33m2.co.kr/guest/room/32661
74868,마린시티오션뷰빔프로젝트,오피스텔,원룸,부산광역시,해운대구,우동,동백역,80,15,36.0,156.4,0,21,0.0,55,9.5,표기,64.5,500,1,1.79,0.0,0.0,-64.5,24,55,72.5,150,한일오르듀,https://new.land.naver.com/offices?articleNo=2629583261,https://web.33m2.co.kr/guest/room/74868
45069,윈형요트마리나 바다뷰~,오피스텔,원룸,전라남도,여수시,웅천동,ktx역,16,21,64.0,278.1,0,14,0.0,55.0,9.5,표기,64.5,500.0,10,1.01,0.0,0.0,-64.5,50,45,60.0,120,웅천롯데캐슬마리나,https://new.land.naver.com/offices?articleNo=2632241034,https://web.33m2.co.kr/guest/room/45069
106784,해운대오션뷰 비치하우스,오피스텔,원룸,부산광역시,해운대구,우동,,80,15,73.0,317.2,0,0,0.0,55,9.5,표기,64.5,500,1,0.88,0.0,0.0,-64.5,24,55,72.5,150,한일오르듀,https://new.land.naver.com/offices?articleNo=2629583261,https://web.33m2.co.kr/guest/room/106784
102345,마린시티 윤슬 오션뷰,오피스텔,원룸,부산광역시,해운대구,우동,동백역,80,14,44.0,191.2,0,15,0.0,55,9.5,표기,64.5,500,1,1.47,0.0,0.0,-64.5,24,55,72.5,150,한일오르듀,https://new.land.naver.com/offices?articleNo=2629583261,https://web.33m2.co.kr/guest/room/102345
86510,부산역 신축 50층 뷰,오피스텔,쓰리룸+,부산광역시,동구,초량동,부산역,99,27,120.0,521.4,4,7,89.4,100.0,54.0,미표기(평당2만),154.0,1000.0,4,1.28,0.58,0.89,-64.6,242,80,160.0,1000,롯데캐슬드메르(생활숙박시설),https://new.land.naver.com/offices?articleNo=2628794226,https://web.33m2.co.kr/guest/room/86510
65200,부천시청역쇼핑초역세권3,오피스텔,투룸,경기도,부천시 원미구,중동,부천시청역쇼핑초역,56,17,39.0,169.5,0,0,0.0,52,13.0,표기,65.0,500,5,1.67,0.0,0.0,-65.0,6,43,51.0,55,디아뜨2,https://new.land.naver.com/offices?articleNo=2628597425,https://web.33m2.co.kr/guest/room/65200
64548,🥳지하철까지 2분,오피스텔,원룸,서울특별시,관악구,남현동,사당역,20,9,33.0,143.4,0,0,0.0,58,7.0,표기,65.0,1000,1,1.97,0.0,0.0,-65.0,2,15,36.5,58,콤팩트하우스,https://new.land.naver.com/offices?articleNo=2627249702,https://web.33m2.co.kr/guest/room/64548
47308,✅ 며칠 살기 좋은 집,오피스텔,원룸,서울특별시,도봉구,창동,쌍문역,46,10,33.4,145.1,2,0,9.5,55,20.0,미표기(평당2만),75.0,500,1,2.25,0.13,0.17,-65.5,2,55,55.0,55,쌍문하이빌,https://new.land.naver.com/offices?articleNo=2628952520,https://web.33m2.co.kr/guest/room/47308
50909,마린시티 2룸 2베쓰룸,오피스텔,투룸,부산광역시,해운대구,우동,부산역,80,20,54.0,234.6,0,29,0.0,55.0,10.8,표기,65.8,1000.0,2,1.22,0.0,0.0,-65.8,9,50,70,100,카이저빌,https://new.land.naver.com/offices?articleNo=2632355503,https://web.33m2.co.kr/guest/room/50909
27247,tm503,오피스텔,원룸,인천광역시,미추홀구,용현동,,31,8,22.0,95.6,0,0,0.0,50,16.0,미표기(평당2만),66.0,2000,1,3.0,0.0,0.0,-66.0,1,50,50,50,타임,https://new.land.naver.com/offices?articleNo=2627063474,https://web.33m2.co.kr/guest/room/27247
37233,광안대교새집,오피스텔,원룸,부산광역시,수영구,민락동,,182,18,40.0,173.8,0,0,0.0,56.0,10.0,표기,66.0,500.0,14,1.65,0.0,0.0,-66.0,95,50,72,140,해링턴타워광안디오션,https://new.land.naver.com/offices?articleNo=2632367459,https://web.33m2.co.kr/guest/room/37233
115273,마포역 야경예쁜집,오피스텔,원룸,서울특별시,마포구,도화동,마포역,94,11,47.0,204.2,0,0,0.0,43,23.0,표기,66.0,400,3,1.4,0.0,0.0,-66.0,7,40,45,120,삼창(삼창플라자),https://new.land.naver.com/offices?articleNo=2629835299,https://web.33m2.co.kr/guest/room/115273
